home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Man United, Liverpool,H,-0.039458812,-0.071991001,-0.069364162,-0.046511628,-0.079625293,-0.065241845,-0.056497175,-0.073446328
Newcastle, Southampton,H,-0.054485527,-0.046697039,-0.034883721,-0.058139535,-0.047058824,-0.031674208,-0.034482759,-0.045454545
West Brom, Leicester,A,-0.08637824,-0.028248588,-0.034682081,-0.058139535,-0.011695906,-0.023542601,-0.011494253,-0.016853933
West Ham, Burnley,A,-0.283483976,-0.144114411,-0.157303371,-0.155555556,-0.142857143,-0.140197152,-0.144444444,-0.142857143
Arsenal, Watford,H,-0.090070395,0.538020086,0.514403292,0.532786885,0.522508039,0.540540541,0.545596259,0.520446097
Bournemouth, Tottenham,A,0.554156762,0.517928287,0.50293378,0.532786885,0.510638298,0.511829653,0.498753117,0.514647664
Stoke, Man City,A,0.601517973,0.659340659,0.627413127,0.602739726,0.660211268,0.61944834,0.641975309,0.627413127
Bournemouth, West Brom,H,0.455136348,0.479386385,0.467005076,0.431578947,0.453608247,0.47545717,0.448240166,0.468292683
Liverpool, Watford,H,0.594036226,0.620090947,0.617283951,0.660792952,0.675407231,0.638,0.628019324,0.649350649
Stoke, Everton,A,-0.10680426,-0.088863892,-0.091954023,-0.114285714,-0.082352941,-0.089285714,-0.093023256,-0.089585666
Crystal Palace, Liverpool,A,0.453792419,0.548159749,0.536565978,0.551724138,0.500863558,0.52238806,0.507185123,0.518754988
Everton, Man City,A,0.409469748,0.587084149,0.572005384,0.582822086,0.600126342,0.601635514,0.580997949,0.609402205
Man United, Swansea,H,0.560890058,0.579710145,0.627413127,0.660792952,0.62992126,0.63803681,0.642927794,0.674157303
Watford, Bournemouth,D,0.442982147,0.379032258,0.386363636,-0.005714286,0.393063584,0.38215859,0.390804598,0.388888889
West Brom, Burnley,A,-0.382952285,-0.069767442,-0.063583815,-0.069767442,-0.053254438,-0.051860203,-0.044600939,-0.057077626
West Ham, Southampton,H,-0.212836967,-0.076023392,-0.069364162,-0.075581395,-0.065088757,-0.066441441,-0.058275058,-0.070615034
Arsenal, Stoke,H,0.607460549,0.595947557,0.589123867,0.546075085,0.604229607,0.58557047,0.595238095,0.601092896
Chelsea, Tottenham,A,0.419905807,-0.115207373,-0.102272727,-0.125,-0.104651163,-0.107658158,-0.104651163,-0.111982083
,,,17.4051187,18.27569792,18.44261199,16.62053611,18.93982308,18.23628229,18.77496066,18.88526434
,,,0.423044533,0.37803121,0.382022472,0.369622332,0.381475401,0.385106829,0.375,0.381200965
